VendaID,ProdutoID,ValorVenda,DataVenda,LocalizacaoCliente,ClienteID,Nome,Idade,Localizacao,PreferenciaProduto
710,200,79.8,2024-07-07,Monteiro,413,Luísa da Cunha,46,Monteiro,Eletrodomésticos
710,200,79.8,2024-07-07,Monteiro,556,Pedro Henrique Moreira,78,Monteiro,Roupas
710,200,79.8,2024-07-07,Monteiro,648,Jade Casa Grande,43,Monteiro,Roupas
710,200,79.8,2024-07-07,Monteiro,710,Pietro Costa,50,Monteiro,Eletrodomésticos
711,185,81.92,2024-08-07,da Rocha,300,Gustavo Monteiro,68,da Rocha,Roupas
711,185,81.92,2024-08-07,da Rocha,376,Maria Sophia Rezende,28,da Rocha,Roupas
711,185,81.92,2024-08-07,da Rocha,711,Srta. Rafaela Cirino,54,da Rocha,Roupas
711,185,81.92,2024-08-07,da Rocha,803,Ana Sophia Alves,64,da Rocha,Eletrodomésticos
711,185,81.92,2024-08-07,da Rocha,815,Antônio da Mata,45,da Rocha,Roupas
712,101,92.69,2024-02-19,Aragão Grande,712,Pedro Henrique da Mata,56,Aragão Grande,Jogos
713,162,48.28,2023-10-03,Fernandes,265,Stella Gonçalves,18,Fernandes,Jogos
713,162,48.28,2023-10-03,Fernandes,270,Giovanna Silveira,26,Fernandes,Eletrônicos
713,162,48.28,2023-10-03,Fernandes,273,Rafaela Cavalcanti,41,Fernandes,Jogos
713,162,48.28,2023-10-03,Fernandes,613,Cauã Nascimento,68,Fernandes,Jogos
713,162,48.28,2023-10-03,Fernandes,713,André Brito,75,Fernandes,Eletrônicos
713,162,48.28,2023-10-03,Fernandes,834,Léo Duarte,41,Fernandes,Eletrônicos
713,162,48.28,2023-10-03,Fernandes,998,Rebeca Siqueira,30,Fernandes,Eletrônicos
714,113,83.98,2023-10-10,Novaes,170,Emanuelly Cunha,41,Novaes,Eletrônicos
714,113,83.98,2023-10-10,Novaes,338,Josué Camargo,33,Novaes,Livros
714,113,83.98,2023-10-10,Novaes,396,Dra. Agatha da Cunha,58,Novaes,Livros
714,113,83.98,2023-10-10,Novaes,404,Dra. Juliana Aragão,80,Novaes,Jogos
714,113,83.98,2023-10-10,Novaes,714,Dante Andrade,54,Novaes,Livros
714,113,83.98,2023-10-10,Novaes,808,Mariana Novaes,54,Novaes,Jogos
715,146,0.23,2024-06-21,Nascimento,16,Maria Júlia Silva,24,Nascimento,Roupas
715,146,0.23,2024-06-21,Nascimento,281,Sra. Natália Monteiro,51,Nascimento,Jogos
715,146,0.23,2024-06-21,Nascimento,515,Heloisa Oliveira,46,Nascimento,Roupas
715,146,0.23,2024-06-21,Nascimento,569,Gustavo Henrique Peixoto,71,Nascimento,Eletrônicos
715,146,0.23,2024-06-21,Nascimento,605,Thomas Fonseca,30,Nascimento,Jogos
715,146,0.23,2024-06-21,Nascimento,612,Marcela Sá,47,Nascimento,Eletrodomésticos
715,146,0.23,2024-06-21,Nascimento,715,Sr. Gustavo Henrique Pimenta,72,Nascimento,Roupas
716,187,17.71,2024-07-07,Guerra,20,Luiz Otávio Teixeira,75,Guerra,Roupas
716,187,17.71,2024-07-07,Guerra,280,Srta. Maria Teixeira,47,Guerra,Roupas
716,187,17.71,2024-07-07,Guerra,308,Luiz Felipe Ramos,71,Guerra,Jogos
716,187,17.71,2024-07-07,Guerra,455,Luiz Felipe Sales,47,Guerra,Eletrodomésticos
716,187,17.71,2024-07-07,Guerra,500,Alícia Pires,50,Guerra,Eletrônicos
716,187,17.71,2024-07-07,Guerra,562,Gustavo Henrique Almeida,75,Guerra,Roupas
716,187,17.71,2024-07-07,Guerra,597,Guilherme Nunes,74,Guerra,Roupas
716,187,17.71,2024-07-07,Guerra,716,Letícia Melo,33,Guerra,Eletrônicos
716,187,17.71,2024-07-07,Guerra,798,João Lucas da Cruz,41,Guerra,Eletrodomésticos
717,171,86.35,2024-05-04,Gonçalves,63,Liam Freitas,46,Gonçalves,Eletrodomésticos
717,171,86.35,2024-05-04,Gonçalves,228,João Guilherme Nogueira,57,Gonçalves,Eletrodomésticos
717,171,86.35,2024-05-04,Gonçalves,236,Marcela Sampaio,56,Gonçalves,Livros
717,171,86.35,2024-05-04,Gonçalves,450,João Monteiro,27,Gonçalves,Livros
717,171,86.35,2024-05-04,Gonçalves,717,Beatriz Aragão,27,Gonçalves,Eletrodomésticos
718,112,64.32,2024-01-15,Rezende,437,Miguel Sampaio,43,Rezende,Roupas
718,112,64.32,2024-01-15,Rezende,583,Maria Alice Rodrigues,31,Rezende,Roupas
718,112,64.32,2024-01-15,Rezende,718,Emanuelly Casa Grande,18,Rezende,Roupas
718,112,64.32,2024-01-15,Rezende,740,Benicio Sales,51,Rezende,Eletrônicos
718,112,64.32,2024-01-15,Rezende,949,Dr. Marcelo Martins,67,Rezende,Roupas
718,112,64.32,2024-01-15,Rezende,992,José da Mata,70,Rezende,Roupas
719,146,17.94,2024-02-21,Rios de Aparecida,719,Júlia Moura,51,Rios de Aparecida,Livros
720,178,38.98,2024-09-11,Brito Grande,181,Ana Júlia Cavalcante,74,Brito Grande,Eletrônicos
720,178,38.98,2024-09-11,Brito Grande,720,Srta. Maria Eduarda Rocha,57,Brito Grande,Eletrônicos
721,163,87.82,2023-11-08,Porto,78,Diego Teixeira,31,Porto,Roupas
721,163,87.82,2023-11-08,Porto,372,Zoe Fernandes,23,Porto,Eletrônicos
721,163,87.82,2023-11-08,Porto,573,Yasmin Montenegro,24,Porto,Jogos
721,163,87.82,2023-11-08,Porto,721,Davi Miguel Correia,33,Porto,Eletrodomésticos
721,163,87.82,2023-11-08,Porto,799,Davi Aparecida,47,Porto,Eletrônicos
721,163,87.82,2023-11-08,Porto,963,Jade Garcia,70,Porto,Eletrônicos
722,112,91.73,2024-05-04,Moreira Verde,722,João Gabriel Fonseca,80,Moreira Verde,Livros
723,150,42.83,2024-02-12,Aparecida de Gonçalves,723,Davi Luiz Nascimento,37,Aparecida de Gonçalves,Eletrônicos
724,128,50.21,2023-11-13,Almeida de Araújo,724,Sr. Ravi da Cruz,61,Almeida de Araújo,Jogos
725,137,49.37,2023-11-05,Cirino de Minas,443,Cauê Nascimento,70,Cirino de Minas,Eletrodomésticos
725,137,49.37,2023-11-05,Cirino de Minas,725,Srta. Sara Rezende,66,Cirino de Minas,Eletrônicos
725,137,49.37,2023-11-05,Cirino de Minas,847,Juan Souza,79,Cirino de Minas,Roupas
726,136,4.64,2024-08-21,Fonseca da Mata,726,Sr. Théo Silva,77,Fonseca da Mata,Jogos
727,188,39.85,2024-02-29,Castro do Norte,727,Maria Isis Rodrigues,28,Castro do Norte,Roupas
727,188,39.85,2024-02-29,Castro do Norte,924,Ana Julia Cunha,34,Castro do Norte,Eletrônicos
728,139,95.71,2024-09-21,da Conceição,36,Henry Aragão,23,da Conceição,Eletrônicos
728,139,95.71,2024-09-21,da Conceição,71,Vitor Hugo Ramos,75,da Conceição,Jogos
728,139,95.71,2024-09-21,da Conceição,127,Eduardo Aragão,31,da Conceição,Eletrônicos
728,139,95.71,2024-09-21,da Conceição,728,Sr. João Guilherme Câmara,45,da Conceição,Livros
729,124,44.82,2024-02-23,Macedo,259,José Rocha,32,Macedo,Jogos
729,124,44.82,2024-02-23,Macedo,432,Manuela Pastor,66,Macedo,Jogos
729,124,44.82,2024-02-23,Macedo,639,Dr. Pedro Henrique Pinto,28,Macedo,Livros
729,124,44.82,2024-02-23,Macedo,729,Dr. Luan Borges,71,Macedo,Livros
729,124,44.82,2024-02-23,Macedo,910,Cauã Porto,22,Macedo,Livros
729,124,44.82,2024-02-23,Macedo,912,Isabela Oliveira,60,Macedo,Livros
729,124,44.82,2024-02-23,Macedo,946,Marcela Freitas,73,Macedo,Jogos
730,110,38.06,2023-10-15,da Paz Alegre,730,Dra. Camila da Conceição,77,da Paz Alegre,Eletrônicos
731,177,55.39,2024-08-05,Rocha do Norte,731,Yago Albuquerque,57,Rocha do Norte,Livros
732,189,64.22,2023-12-29,da Rocha Alegre,240,Ana Liz Garcia,57,da Rocha Alegre,Eletrodomésticos
732,189,64.22,2023-12-29,da Rocha Alegre,732,Ana Vitória Andrade,43,da Rocha Alegre,Jogos
733,197,67.02,2024-09-15,Caldeira de Sales,733,Dra. Alícia Vargas,30,Caldeira de Sales,Eletrodomésticos
734,164,90.98,2024-02-24,Pereira da Serra,734,Thomas Silveira,67,Pereira da Serra,Roupas
735,200,64.72,2024-06-19,Rios,196,Luan Cardoso,75,Rios,Livros
735,200,64.72,2024-06-19,Rios,380,Rebeca Aparecida,55,Rios,Eletrodomésticos
735,200,64.72,2024-06-19,Rios,439,Luísa Casa Grande,72,Rios,Eletrodomésticos
735,200,64.72,2024-06-19,Rios,702,Sophia Barbosa,80,Rios,Eletrônicos
735,200,64.72,2024-06-19,Rios,735,Natália das Neves,39,Rios,Jogos
735,200,64.72,2024-06-19,Rios,841,Gustavo Fonseca,60,Rios,Eletrodomésticos
735,200,64.72,2024-06-19,Rios,861,Helena Sousa,41,Rios,Jogos
735,200,64.72,2024-06-19,Rios,931,Letícia Sá,48,Rios,Jogos
736,106,87.24,2024-09-27,das Neves dos Dourados,736,Cauê Silveira,73,das Neves dos Dourados,Eletrônicos
737,200,42.66,2024-08-09,Carvalho dos Dourados,737,Luiz Otávio Casa Grande,34,Carvalho dos Dourados,Livros
738,131,90.35,2024-07-21,Freitas,441,Dr. Heitor Gonçalves,21,Freitas,Jogos
738,131,90.35,2024-07-21,Freitas,601,Daniel Fonseca,55,Freitas,Jogos
738,131,90.35,2024-07-21,Freitas,738,Sra. Ana Beatriz da Rosa,47,Freitas,Eletrodomésticos
738,131,90.35,2024-07-21,Freitas,891,Anthony Cirino,60,Freitas,Eletrônicos
738,131,90.35,2024-07-21,Freitas,969,Daniela Câmara,62,Freitas,Roupas
739,138,83.57,2024-09-12,Cavalcante das Pedras,739,Eduardo Rios,47,Cavalcante das Pedras,Jogos
740,153,53.32,2024-03-30,Rezende,437,Miguel Sampaio,43,Rezende,Roupas
740,153,53.32,2024-03-30,Rezende,583,Maria Alice Rodrigues,31,Rezende,Roupas
740,153,53.32,2024-03-30,Rezende,718,Emanuelly Casa Grande,18,Rezende,Roupas
740,153,53.32,2024-03-30,Rezende,740,Benicio Sales,51,Rezende,Eletrônicos
740,153,53.32,2024-03-30,Rezende,949,Dr. Marcelo Martins,67,Rezende,Roupas
740,153,53.32,2024-03-30,Rezende,992,José da Mata,70,Rezende,Roupas
741,176,47.11,2024-03-18,Lima do Galho,741,Rhavi Camargo,34,Lima do Galho,Eletrodomésticos
742,135,56.55,2023-12-17,da Luz Paulista,742,Ana Pinto,21,da Luz Paulista,Eletrodomésticos
743,175,65.22,2024-06-19,Farias,12,Rodrigo Fonseca,41,Farias,Roupas
743,175,65.22,2024-06-19,Farias,162,Nicole Moura,49,Farias,Jogos
743,175,65.22,2024-06-19,Farias,321,Sra. Cecília Borges,35,Farias,Roupas
743,175,65.22,2024-06-19,Farias,357,Gabriel Freitas,32,Farias,Eletrodomésticos
743,175,65.22,2024-06-19,Farias,382,Maria Laura Lopes,71,Farias,Eletrodomésticos
743,175,65.22,2024-06-19,Farias,645,Maria Flor da Rosa,67,Farias,Eletrônicos
743,175,65.22,2024-06-19,Farias,743,Sr. Guilherme Lopes,60,Farias,Roupas
744,116,66.49,2024-02-12,Sá da Prata,744,Cauê Nascimento,46,Sá da Prata,Eletrodomésticos
745,181,41.3,2023-11-16,Caldeira de Cassiano,745,Maria Sophia Caldeira,38,Caldeira de Cassiano,Eletrônicos
746,116,47.58,2023-12-24,da Costa,113,João Lucas Aparecida,55,da Costa,Livros
746,116,47.58,2023-12-24,da Costa,486,Yasmin Vargas,61,da Costa,Livros
746,116,47.58,2023-12-24,da Costa,746,Larissa Nascimento,36,da Costa,Eletrônicos
746,116,47.58,2023-12-24,da Costa,772,Joaquim Nogueira,26,da Costa,Eletrodomésticos
746,116,47.58,2023-12-24,da Costa,888,Thomas Guerra,76,da Costa,Eletrônicos
747,179,55.83,2024-02-26,Marques,100,Clarice Melo,57,Marques,Eletrodomésticos
747,179,55.83,2024-02-26,Marques,137,Isabelly Marques,79,Marques,Eletrônicos
747,179,55.83,2024-02-26,Marques,389,Davi Lucas Sampaio,38,Marques,Livros
747,179,55.83,2024-02-26,Marques,428,Davi Lucas Mendes,45,Marques,Roupas
747,179,55.83,2024-02-26,Marques,679,Sr. Luiz Otávio das Neves,20,Marques,Roupas
747,179,55.83,2024-02-26,Marques,747,Ravi Lucca Ramos,21,Marques,Livros
747,179,55.83,2024-02-26,Marques,822,Sophie Teixeira,74,Marques,Eletrônicos
748,199,7.87,2024-08-28,Nunes da Serra,748,Yan da Paz,61,Nunes da Serra,Livros
749,138,77.41,2024-06-10,Abreu,591,Rhavi Pires,58,Abreu,Livros
749,138,77.41,2024-06-10,Abreu,749,Aurora Oliveira,37,Abreu,Eletrônicos
750,130,90.44,2024-08-01,Pinto dos Dourados,750,Isabella Freitas,33,Pinto dos Dourados,Eletrônicos
751,189,81.73,2024-07-23,Novais,26,Maria Clara Nascimento,64,Novais,Eletrônicos
751,189,81.73,2024-07-23,Novais,751,Dra. Heloisa Cunha,59,Novais,Eletrodomésticos
751,189,81.73,2024-07-23,Novais,779,Esther Oliveira,19,Novais,Livros
752,126,51.17,2024-03-05,Correia de da Conceição,752,Maria Helena Marques,58,Correia de da Conceição,Roupas
753,119,78.38,2024-09-07,Gomes do Norte,753,Diego Nascimento,53,Gomes do Norte,Livros
754,179,58.21,2024-03-19,Dias,135,Fernanda Santos,46,Dias,Roupas
754,179,58.21,2024-03-19,Dias,390,Alice Jesus,76,Dias,Eletrônicos
754,179,58.21,2024-03-19,Dias,478,Lavínia Guerra,26,Dias,Livros
754,179,58.21,2024-03-19,Dias,754,Caleb Marques,62,Dias,Livros
754,179,58.21,2024-03-19,Dias,824,Maitê Rezende,59,Dias,Eletrodomésticos
754,179,58.21,2024-03-19,Dias,895,Lucas Gabriel Nascimento,61,Dias,Jogos
754,179,58.21,2024-03-19,Dias,937,Marcelo Garcia,40,Dias,Jogos
755,182,52.24,2024-04-05,Silva,125,Vinicius da Conceição,58,Silva,Jogos
755,182,52.24,2024-04-05,Silva,179,Maria Helena Abreu,66,Silva,Jogos
755,182,52.24,2024-04-05,Silva,456,Breno Câmara,75,Silva,Eletrodomésticos
755,182,52.24,2024-04-05,Silva,755,Maria Julia Rezende,30,Silva,Roupas
756,179,63.08,2023-10-24,Martins,159,Arthur Gabriel Castro,28,Martins,Eletrônicos
756,179,63.08,2023-10-24,Martins,278,Fernanda Borges,49,Martins,Eletrodomésticos
756,179,63.08,2023-10-24,Martins,337,Sra. Sarah Nogueira,42,Martins,Jogos
756,179,63.08,2023-10-24,Martins,433,Alícia Freitas,42,Martins,Jogos
756,179,63.08,2023-10-24,Martins,537,Leonardo Castro,71,Martins,Livros
756,179,63.08,2023-10-24,Martins,623,Alícia Pereira,61,Martins,Jogos
756,179,63.08,2023-10-24,Martins,756,Luiz Henrique Borges,60,Martins,Eletrônicos
756,179,63.08,2023-10-24,Martins,853,Manuela Lopes,18,Martins,Livros
756,179,63.08,2023-10-24,Martins,934,Elisa Cavalcanti,79,Martins,Roupas
757,164,54.55,2024-09-18,Sousa de da Paz,757,Isaque Farias,18,Sousa de da Paz,Livros
758,132,83.1,2024-06-21,Lima de Goiás,48,Vicente da Mata,43,Lima de Goiás,Roupas
758,132,83.1,2024-06-21,Lima de Goiás,758,Théo Nogueira,55,Lima de Goiás,Eletrodomésticos
759,198,39.85,2023-12-09,Araújo do Oeste,759,Guilherme Sá,20,Araújo do Oeste,Roupas
760,168,91.45,2024-09-22,Vasconcelos da Prata,760,Rodrigo da Paz,34,Vasconcelos da Prata,Eletrônicos
761,101,28.71,2023-10-13,Almeida,61,Asafe da Mata,60,Almeida,Eletrônicos
761,101,28.71,2023-10-13,Almeida,112,Heitor Pastor,33,Almeida,Roupas
761,101,28.71,2023-10-13,Almeida,167,Leonardo da Mota,80,Almeida,Eletrodomésticos
761,101,28.71,2023-10-13,Almeida,604,Luan Mendes,58,Almeida,Roupas
761,101,28.71,2023-10-13,Almeida,620,Vinicius Pires,38,Almeida,Eletrônicos
761,101,28.71,2023-10-13,Almeida,761,Ana Liz Câmara,44,Almeida,Eletrodomésticos
761,101,28.71,2023-10-13,Almeida,901,Srta. Clara Marques,44,Almeida,Eletrônicos
762,101,0.85,2024-01-01,Costela de Goiás,453,Antony Novaes,41,Costela de Goiás,Eletrônicos
762,101,0.85,2024-01-01,Costela de Goiás,762,Elisa Siqueira,37,Costela de Goiás,Livros
763,106,31.54,2023-12-04,Silva de Gonçalves,763,Vinicius Souza,38,Silva de Gonçalves,Roupas
764,114,78.69,2023-11-13,da Rosa,470,Maria Luísa Azevedo,19,da Rosa,Livros
764,114,78.69,2023-11-13,da Rosa,471,Milena Moura,65,da Rosa,Roupas
764,114,78.69,2023-11-13,da Rosa,485,Esther da Luz,50,da Rosa,Roupas
764,114,78.69,2023-11-13,da Rosa,764,Rodrigo Ramos,44,da Rosa,Eletrônicos
765,123,80.84,2024-07-17,Ribeiro,336,Yago Borges,18,Ribeiro,Livros
765,123,80.84,2024-07-17,Ribeiro,350,Henry Cirino,79,Ribeiro,Livros
765,123,80.84,2024-07-17,Ribeiro,535,Luísa Pinto,40,Ribeiro,Roupas
765,123,80.84,2024-07-17,Ribeiro,551,Augusto Araújo,42,Ribeiro,Jogos
765,123,80.84,2024-07-17,Ribeiro,765,Vitor Gabriel Macedo,78,Ribeiro,Roupas
766,176,3.2,2024-03-31,Duarte,574,Léo Correia,41,Duarte,Jogos
766,176,3.2,2024-03-31,Duarte,581,Giovanna Alves,79,Duarte,Roupas
766,176,3.2,2024-03-31,Duarte,766,Luiz Fernando Andrade,36,Duarte,Eletrodomésticos
766,176,3.2,2024-03-31,Duarte,768,Daniela Cardoso,19,Duarte,Livros
766,176,3.2,2024-03-31,Duarte,907,Dr. Rhavi Viana,35,Duarte,Livros
767,197,74.45,2023-10-30,Albuquerque Grande,767,Clarice Porto,47,Albuquerque Grande,Eletrônicos
768,145,48.94,2024-03-09,Duarte,574,Léo Correia,41,Duarte,Jogos
768,145,48.94,2024-03-09,Duarte,581,Giovanna Alves,79,Duarte,Roupas
768,145,48.94,2024-03-09,Duarte,766,Luiz Fernando Andrade,36,Duarte,Eletrodomésticos
768,145,48.94,2024-03-09,Duarte,768,Daniela Cardoso,19,Duarte,Livros
768,145,48.94,2024-03-09,Duarte,907,Dr. Rhavi Viana,35,Duarte,Livros
769,101,66.82,2023-12-05,Monteiro das Flores,769,José Miguel da Mota,70,Monteiro das Flores,Livros
770,103,90.85,2024-05-01,Caldeira das Flores,770,Rebeca da Rosa,42,Caldeira das Flores,Roupas
771,130,33.89,2024-01-21,Gonçalves da Serra,771,Fernando Campos,23,Gonçalves da Serra,Livros
772,190,9.44,2024-05-08,da Costa,113,João Lucas Aparecida,55,da Costa,Livros
772,190,9.44,2024-05-08,da Costa,486,Yasmin Vargas,61,da Costa,Livros
772,190,9.44,2024-05-08,da Costa,746,Larissa Nascimento,36,da Costa,Eletrônicos
772,190,9.44,2024-05-08,da Costa,772,Joaquim Nogueira,26,da Costa,Eletrodomésticos
772,190,9.44,2024-05-08,da Costa,888,Thomas Guerra,76,da Costa,Eletrônicos
773,144,64.86,2023-12-17,Viana da Prata,773,Bella Pacheco,64,Viana da Prata,Livros
774,180,59.49,2024-09-12,Fonseca,224,Lunna Costa,49,Fonseca,Eletrodomésticos
774,180,59.49,2024-09-12,Fonseca,227,Gael Henrique Abreu,57,Fonseca,Jogos
774,180,59.49,2024-09-12,Fonseca,312,Luara Albuquerque,55,Fonseca,Jogos
774,180,59.49,2024-09-12,Fonseca,545,Esther Carvalho,53,Fonseca,Eletrodomésticos
774,180,59.49,2024-09-12,Fonseca,774,Oliver Cirino,28,Fonseca,Eletrodomésticos
774,180,59.49,2024-09-12,Fonseca,792,Sr. Dom Andrade,32,Fonseca,Jogos
775,163,76.77,2024-10-01,Aragão,103,Maria Helena Aparecida,49,Aragão,Eletrônicos
775,163,76.77,2024-10-01,Aragão,345,Raul Lopes,36,Aragão,Eletrônicos
775,163,76.77,2024-10-01,Aragão,520,Ryan das Neves,26,Aragão,Livros
775,163,76.77,2024-10-01,Aragão,608,Maria Julia Leão,22,Aragão,Eletrodomésticos
775,163,76.77,2024-10-01,Aragão,775,Sr. Ravi da Costa,79,Aragão,Livros
775,163,76.77,2024-10-01,Aragão,978,Lorenzo Siqueira,80,Aragão,Livros
776,139,17.92,2023-11-24,Sousa,131,Ana Costela,58,Sousa,Livros
776,139,17.92,2023-11-24,Sousa,255,Matteo Farias,67,Sousa,Eletrônicos
776,139,17.92,2023-11-24,Sousa,682,Pedro Henrique Peixoto,23,Sousa,Roupas
776,139,17.92,2023-11-24,Sousa,776,João Pedro Aragão,52,Sousa,Jogos
776,139,17.92,2023-11-24,Sousa,782,Maria Sophia Leão,20,Sousa,Eletrônicos
777,117,99.51,2024-02-08,da Luz,421,Dr. Noah Aparecida,65,da Luz,Jogos
777,117,99.51,2024-02-08,da Luz,777,Paulo Santos,58,da Luz,Jogos
778,150,62.39,2024-07-03,Rodrigues da Praia,778,Rebeca Rodrigues,48,Rodrigues da Praia,Eletrônicos
779,130,79.49,2023-10-11,Novais,26,Maria Clara Nascimento,64,Novais,Eletrônicos
779,130,79.49,2023-10-11,Novais,751,Dra. Heloisa Cunha,59,Novais,Eletrodomésticos
779,130,79.49,2023-10-11,Novais,779,Esther Oliveira,19,Novais,Livros
780,133,54.84,2024-05-02,Cunha,218,Alícia Abreu,49,Cunha,Eletrodomésticos
780,133,54.84,2024-05-02,Cunha,258,Julia Martins,79,Cunha,Eletrodomésticos
780,133,54.84,2024-05-02,Cunha,304,Luiz Gustavo Teixeira,67,Cunha,Roupas
780,133,54.84,2024-05-02,Cunha,435,Catarina Siqueira,76,Cunha,Roupas
780,133,54.84,2024-05-02,Cunha,566,Sr. Bernardo Jesus,76,Cunha,Eletrônicos
780,133,54.84,2024-05-02,Cunha,780,Josué Moreira,43,Cunha,Eletrônicos
780,133,54.84,2024-05-02,Cunha,966,Maria Julia Pinto,50,Cunha,Eletrodomésticos
781,175,69.33,2024-02-13,Porto Verde,781,João Gabriel Garcia,54,Porto Verde,Roupas
782,106,4.33,2024-07-17,Sousa,131,Ana Costela,58,Sousa,Livros
782,106,4.33,2024-07-17,Sousa,255,Matteo Farias,67,Sousa,Eletrônicos
782,106,4.33,2024-07-17,Sousa,682,Pedro Henrique Peixoto,23,Sousa,Roupas
782,106,4.33,2024-07-17,Sousa,776,João Pedro Aragão,52,Sousa,Jogos
782,106,4.33,2024-07-17,Sousa,782,Maria Sophia Leão,20,Sousa,Eletrônicos
783,104,11.81,2023-12-16,Porto dos Dourados,783,Pedro Henrique Martins,33,Porto dos Dourados,Eletrodomésticos
784,164,46.28,2024-01-27,Castro Grande,541,Sabrina Costa,44,Castro Grande,Livros
784,164,46.28,2024-01-27,Castro Grande,784,Srta. Anna Liz da Paz,37,Castro Grande,Eletrodomésticos
785,148,79.31,2024-09-24,da Paz de Sá,785,Caleb Camargo,59,da Paz de Sá,Livros
786,139,57.21,2024-07-17,Sampaio das Flores,786,Maitê Montenegro,26,Sampaio das Flores,Jogos
787,192,19.2,2024-08-14,Brito de Vasconcelos,787,Letícia Camargo,80,Brito de Vasconcelos,Roupas
788,108,45.09,2024-05-24,da Mota,80,Nicole Souza,18,da Mota,Jogos
788,108,45.09,2024-05-24,da Mota,114,Sr. Pedro da Mota,72,da Mota,Eletrodomésticos
788,108,45.09,2024-05-24,da Mota,174,Otto Barros,28,da Mota,Jogos
788,108,45.09,2024-05-24,da Mota,266,Ana Lívia Fogaça,32,da Mota,Eletrônicos
788,108,45.09,2024-05-24,da Mota,368,Benjamim Gonçalves,18,da Mota,Eletrônicos
788,108,45.09,2024-05-24,da Mota,488,Henry Montenegro,43,da Mota,Eletrônicos
788,108,45.09,2024-05-24,da Mota,508,Carlos Eduardo Martins,59,da Mota,Eletrodomésticos
788,108,45.09,2024-05-24,da Mota,546,Liam Pinto,62,da Mota,Livros
788,108,45.09,2024-05-24,da Mota,650,Dr. Marcelo Gonçalves,33,da Mota,Jogos
788,108,45.09,2024-05-24,da Mota,788,Ester da Paz,40,da Mota,Roupas
788,108,45.09,2024-05-24,da Mota,797,Sr. Theo Abreu,18,da Mota,Eletrodomésticos
788,108,45.09,2024-05-24,da Mota,986,Daniel Moura,63,da Mota,Eletrônicos
789,107,97.17,2023-12-12,Campos,124,Nathan Lopes,27,Campos,Jogos
789,107,97.17,2023-12-12,Campos,789,Juliana Vieira,39,Campos,Livros
789,107,97.17,2023-12-12,Campos,843,Léo Moreira,36,Campos,Eletrodomésticos
789,107,97.17,2023-12-12,Campos,957,Luigi Sá,45,Campos,Jogos
790,181,77.78,2024-03-22,Ferreira,790,Ana Vitória Gonçalves,33,Ferreira,Eletrônicos
791,135,53.16,2024-04-14,Melo,496,Sr. João Miguel Dias,38,Melo,Jogos
791,135,53.16,2024-04-14,Melo,791,Esther Santos,61,Melo,Eletrônicos
792,200,54.68,2024-08-06,Fonseca,224,Lunna Costa,49,Fonseca,Eletrodomésticos
792,200,54.68,2024-08-06,Fonseca,227,Gael Henrique Abreu,57,Fonseca,Jogos
792,200,54.68,2024-08-06,Fonseca,312,Luara Albuquerque,55,Fonseca,Jogos
792,200,54.68,2024-08-06,Fonseca,545,Esther Carvalho,53,Fonseca,Eletrodomésticos
792,200,54.68,2024-08-06,Fonseca,774,Oliver Cirino,28,Fonseca,Eletrodomésticos
792,200,54.68,2024-08-06,Fonseca,792,Sr. Dom Andrade,32,Fonseca,Jogos
793,144,10.99,2024-08-09,Lima de Minas,793,Dr. Enzo Caldeira,63,Lima de Minas,Roupas
794,178,7.43,2024-02-01,Peixoto de Goiás,794,Milena Machado,73,Peixoto de Goiás,Roupas
795,182,39.9,2024-03-16,da Mota das Flores,795,Sra. Ana Julia Costa,76,da Mota das Flores,Jogos
796,148,63.51,2024-02-23,Cirino do Sul,796,Antonella Cavalcante,70,Cirino do Sul,Eletrônicos
797,122,17.21,2024-05-14,da Mota,80,Nicole Souza,18,da Mota,Jogos
797,122,17.21,2024-05-14,da Mota,114,Sr. Pedro da Mota,72,da Mota,Eletrodomésticos
797,122,17.21,2024-05-14,da Mota,174,Otto Barros,28,da Mota,Jogos
797,122,17.21,2024-05-14,da Mota,266,Ana Lívia Fogaça,32,da Mota,Eletrônicos
797,122,17.21,2024-05-14,da Mota,368,Benjamim Gonçalves,18,da Mota,Eletrônicos
797,122,17.21,2024-05-14,da Mota,488,Henry Montenegro,43,da Mota,Eletrônicos
797,122,17.21,2024-05-14,da Mota,508,Carlos Eduardo Martins,59,da Mota,Eletrodomésticos
797,122,17.21,2024-05-14,da Mota,546,Liam Pinto,62,da Mota,Livros
797,122,17.21,2024-05-14,da Mota,650,Dr. Marcelo Gonçalves,33,da Mota,Jogos
797,122,17.21,2024-05-14,da Mota,788,Ester da Paz,40,da Mota,Roupas
797,122,17.21,2024-05-14,da Mota,797,Sr. Theo Abreu,18,da Mota,Eletrodomésticos
797,122,17.21,2024-05-14,da Mota,986,Daniel Moura,63,da Mota,Eletrônicos
798,190,95.38,2024-02-12,Guerra,20,Luiz Otávio Teixeira,75,Guerra,Roupas
798,190,95.38,2024-02-12,Guerra,280,Srta. Maria Teixeira,47,Guerra,Roupas
798,190,95.38,2024-02-12,Guerra,308,Luiz Felipe Ramos,71,Guerra,Jogos
798,190,95.38,2024-02-12,Guerra,455,Luiz Felipe Sales,47,Guerra,Eletrodomésticos
798,190,95.38,2024-02-12,Guerra,500,Alícia Pires,50,Guerra,Eletrônicos
798,190,95.38,2024-02-12,Guerra,562,Gustavo Henrique Almeida,75,Guerra,Roupas
